State,Hospital,City,Zip Code,Designation,Organization_x,y,x
Illinois,Memorial Hospital-Carthage,Carthage,62321,Acute Stroke Ready Hospital,State,40.408113,-91.11292
Indiana,IU Health - Arnett Hospital,Lafayette,47905,Primary Stroke Center,HFAP,40.40122,-86.80653
Indiana,Franciscan Health - Lafayette East,Lafayette,47905,Primary Stroke Center,HFAP,40.39405,-86.83558
Pennsylvania,St. Luke's Quakertown Hospital,Quakertown,18951,Primary Stroke Center,The Joint Commission,40.393426,-75.335445
New Jersey,Raritan Bay Medical Center - Old Bridge,Old Bridge Township,8857,Primary Stroke Center,State,40.38287,-74.32359
Utah,American Fork Hospital,American Fork,84003,Stroke Receiving Facility,State,40.38048,-111.76784
Pennsylvania,St. Clair Memorial Hospital,Pittsburgh,15243,Primary Stroke Center,The Joint Commission,40.378494,-80.066112
Pennsylvania,Penn State Health St. Joseph,Reading,19605,Primary Stroke Center,The Joint Commission,40.37647,-75.97734
Pennsylvania,Grand View Hospital,Sellersville,18960,Primary Stroke Center,The Joint Commission,40.36309,-75.32587
New Jersey,Riverview Medical Center,Red Bank,7701,Primary Stroke Center,The Joint Commission,40.35374,-74.06345
Pennsylvania,UPMC McKeesport,McKeesport,15132,Primary Stroke Center,The Joint Commission,40.35127,-79.84949
New Jersey,Penn Medicine Princeton Medical Center,Plainsboro,8536,Primary Stroke Center,The Joint Commission,40.33945,-74.6238
Pennsylvania,Nason Medical Center,Roaring Spring,16673,Acute Stroke Ready Hospital             ,The Joint Commission,40.33777,-78.38894
Pennsylvania,The Good Samaritan Hospital,Lebanon,17042,Primary Stroke Center,The Joint Commission,40.33582,-76.41665
Pennsylvania,Reading Hospital,Reading,19611,Primary Stroke Center,The Joint Commission,40.3313,-75.95008
Utah,Center for Change,Orem,84057,Stroke Receiving Facility,State,40.330047,-111.708694
Missouri,Mosaic Medical Center - Maryville,Maryville,64468,Level III,State,40.32588,-94.8767
Pennsylvania,Latrobe Hospital,Latrobe,15650,Primary Stroke Center,The Joint Commission,40.32172,-79.3935
Pennsylvania,Jefferson Hospital,Jefferson Hills,15025,Primary Stroke Center,The Joint Commission,40.318998,-79.932683
Utah,Timpanogos Regional Hospital,Orem,84057,Primary Stroke Center,The Joint Commission,40.313615,-111.714333
Pennsylvania,Doylestown Hospital,Doylestown,18901,Primary Stroke Center,The Joint Commission,40.306617,-75.146381
Illinois,Mason District Hospital,Havana,62644,Acute Stroke Ready Hospital,State,40.30531,-90.05511
Utah,Utah Valley Specialty Hsopital,Provo,84604,Stroke Receiving Facility,State,40.305128,-111.662495
Pennsylvania,Conemaugh Memorial Medical Center,Johnstown,15905,Primary Stroke Center,The Joint Commission,40.30504,-78.91885
Utah,Uintah Basin Medical Center,Roosevelt,84066,Stroke Receiving Facility,State,40.30375,-109.99563
Utah,Orem Community Hospital,Orem,84057,Stroke Receiving Facility,State,40.30299,-111.70788
Pennsylvania,Excela Westmoreland Hospital,Greensburg,15601,Primary Stroke Center,The Joint Commission,40.30092,-79.55564
New Jersey,Monmouth Medical Center,Long Branch,77040,Primary Stroke Center,State,40.29563,-73.98518
Pennsylvania,UPMC Pinnacle Community Osteopathic,Harrisburg,17109,Primary Stroke Center,The Joint Commission,40.28456,-76.81683
Pennsylvania,UPMC Pinnacle West Shore,Mechanicsburg,17050,Primary Stroke Center,The Joint Commission,40.28413,-76.97465
Missouri,Harrison County Community Hospital,Bethany,64424,Level III,State,40.26496,-94.0257
Pennsylvania,Penn State Milton S. Hershey Medical Center,Hershey,17033,Comprehensive Stroke Center,The Joint Commission,40.26441,-76.67401
Pennsylvania,UPMC Pinnacle Hospitals,Harrisburg,17101,Primary Stroke Center,The Joint Commission,40.257054,-76.879014
Pennsylvania,Holy Spirit Hospital,Camp Hill,17011,Primary Stroke Center,The Joint Commission,40.253095,-76.921615
Missouri,Mosaic Medical Center - Albany,Albany,64402,Level III,State,40.25265,-94.32509
Pennsylvania,Lansdale Hospital,Lansdale,19446,Primary Stroke Center,The Joint Commission,40.250983,-75.270943
Utah,Utah Valley Hospital,Provo,84604,Primary Stroke Center,The Joint Commission,40.249236,-111.66551
Pennsylvania,Pottstown Hospital,Pottstown,19464,Primary Stroke Center,The Joint Commission,40.24267,-75.61251
New Jersey,Capital Health Regional Medical Center,Trenton,8638,Comprehensive Stroke Center,The Joint Commission,40.23608,-74.75259
Utah,Utah State Hospital,Provo,84603,Stroke Receiving Facility,State,40.234992,-111.635284
New Jersey,St. Francis Medical Center,Trenton,8629,Primary Stroke Center,State,40.21717,-74.74192
New Jersey,Jersey Shore Medical Center,Neptune City ,7753,Comprehensive Stroke Center,State,40.20931528,-74.0434046
Pennsylvania,St. Mary Medical Center,Langhorne,19047,Primary Stroke Center,The Joint Commission,40.20259,-74.92518
Indiana,Indiana University Health Ball Memorial Hospital,Muncie,47303,Primary Stroke Center,The Joint Commission,40.1969,-85.41489
Missouri,Northeast Regional Medical Center,Kirksville,63545,Level III,State,40.1926,-92.59072
Pennsylvania,WellSpan Ephrata Community Hospital,Ephrata,17522,Primary Stroke Center,DNV GL,40.18712,-76.18184
Pennsylvania,Washington Health System,Washington,15301,Primary Stroke Center,The Joint Commission,40.1839,-80.24643
Pennsylvania,UPMC Carlisle,Carlisle,17015,Primary Stroke Center,The Joint Commission,40.183604,-77.22291
Colorado,Longmont United Hospital,Longmont,80501,Primary Stroke Center,The Joint Commission,40.18225,-105.12573
Pennsylvania,Monongahela Valley Hospital,Monongahela,15063,Primary Stroke Center,The Joint Commission,40.18173,-79.91141
Colorado,UC Health Longs Peak Hospital,Longmont,80504,Primary Stroke Center,The Joint Commission,40.16165,-105.05831
Illinois,Abraham Lincoln Memorial Hospital,Lincoln,62656,Acute Stroke Ready Hospital,State,40.1534,-89.38951
Pennsylvania,Einstein Medical Center Montgomery,East Norriton,19403,Primary Stroke Center,The Joint Commission,40.15337,-75.34324
Illinois,Warner Hospital and Health Services (Dr. John Warner Hospital),Clinton,61727,Acute Stroke Ready Hospital,State,40.14872,-88.9651
Pennsylvania,Frick Hospital,Mount Pleasant,15666,Primary Stroke Center,The Joint Commission,40.145178,-79.548889
Pennsylvania,Suburban Community Hospital,East Norriton,19401,Primary Stroke Center,The Joint Commission,40.14048,-75.31566
Illinois,OSF Healthcare Sacred Heart Medical Center-Danville,Danville,61832,Primary Stroke Center,The Joint Commission,40.13687,-87.64555
Indiana,Community Hospital of Anderson and Madison County,Anderson,46011,Primary Stroke Center,The Joint Commission,40.1338,-85.69367
Pennsylvania,UPMC Lititz,Lititz,17543,Primary Stroke Center,The Joint Commission,40.131427,-76.311851
Pennsylvania,Phoenixville Hospital,Phoenixville,19460,Primary Stroke Center,The Joint Commission,40.12367,-75.51545
Pennsylvania,Abington Hospital,Abington,19001,Comprehensive Stroke Center,The Joint Commission,40.118897,-75.119863
Illinois,Sarah D. Culbertson Memorial Hospital,Rushville,62681,Acute Stroke Ready Hospital,State,40.11788,-90.56412
Illinois,OSF Healthcare Heart of Mary Medical Center - Urbana,Urbana,61801,Primary Stroke Center,The Joint Commission,40.11758,-88.22694
Illinois,Carle Foundation Hospital,Urbana,61801,Comprehensive Stroke Center,DNV GL,40.11695,-88.21506
Ohio,Mount Carmel St. Ann's,Westerville,43081,Primary Stroke Center,The Joint Commission,40.11445,-82.94634
Pennsylvania,Holy Redeemer Hospital,Meadowbrook ,19046,Primary Stroke Center,DNV GL,40.10915,-75.08184
Pennsylvania,Lower Bucks Prime Healthcare Services,Bristol,19007,Primary Stroke Center,The Joint Commission,40.10527,-74.86681
Indiana,St. Vincent Anderson Regional Hospital,Anderson,46016,Primary Stroke Center,The Joint Commission,40.0954,-85.681373
Ohio,Upper Valley Medical Center,Troy,45373,Acute Stroke Ready Hospital             ,The Joint Commission,40.08658,-84.22344
Pennsylvania,Chestnut Hill Hospital,Philadelphia,19118,Primary Stroke Center,The Joint Commission,40.07969,-75.21239
New Jersey,Hackensack Meridian - Ocean Medical Center,Brick,8724,Primary Stroke Center,The Joint Commission,40.07697,-74.13214
New Jersey,Monmouth Medical Center - South Campus,Lakewood,8701,Primary Stroke Center,State,40.07319,-74.21937
Pennsylvania,Albert Einstein Medical Center,Elkins Park,19027,Primary Stroke Center,The Joint Commission,40.072494,-75.104864
Pennsylvania,Aria - Jefferson Health,Philadelphia,19114,Primary Stroke Center,The Joint Commission,40.070632,-74.983178
Pennsylvania,Temple University Hospital - Jeanes Campus,Philadelphia,19140,Primary Stroke Center,The Joint Commission,40.070317,-75.088254
Missouri,Wright Memorial Hospital,Trenton,64683,Level III,State,40.06735,-93.5818
Illinois,Kirby Medical Center,Monticello,61856,Acute Stroke Ready Hospital,State,40.06053,-88.55969
Pennsylvania,Nazareth Hospital,Philadelphia,19152,Primary Stroke Center,The Joint Commission,40.058846,-75.042159
Pennsylvania,Lancaster General Hospital,Lancaster,17602,Primary Stroke Center,The Joint Commission,40.04715,-76.30421
New Jersey,Virtua Willingboro Hospital,Willingboro,8046,Primary Stroke Center,State,40.046177,-74.880553
Pennsylvania,Paoli Hospital,Paoli,19301,Primary Stroke Center,The Joint Commission,40.044,-75.50104
Utah,Mountain View Hospital,Payson,84651,Stroke Receiving Facility,State,40.0438,-111.71491
Pennsylvania,Albert Einstein Medical Center,Philadelphia,19141,Thrombectomy Capable Stroke Center,The Joint Commission,40.036868,-75.141338
Ohio,Riverside Methodist Hospital,Columbus,43214,Comprehensive Stroke Center,The Joint Commission,40.03044,-83.0337
Pennsylvania,Roxborough Memorial Hospital,Philadelphia,19128,Primary Stroke Center,The Joint Commission,40.02844,-75.2095
Pennsylvania,UPMC Bedford,Everett,15537,Acute Stroke Ready Hospital             ,The Joint Commission,40.02511,-78.43318
Pennsylvania,Bryn Mawr Hospital,Bryn Mawr,19010,Thrombectomy Capable Stroke Center,The Joint Commission,40.019075,-75.321853
Colorado,Boulder Community Health Foothills,Boulder,80301,Primary Stroke Center,The Joint Commission,40.01607,-105.23634
Pennsylvania,Brandywine Hospital,Coatesville,19320,Primary Stroke Center,The Joint Commission,40.00983,-75.78608
Pennsylvania,UPMC Somerset,Somerset,15501,Primary Stroke Center,The Joint Commission,40.00704,-79.07788
Pennsylvania,Temple University Hospital,Philadelphia,19140,Comprehensive Stroke Center,The Joint Commission,40.00466,-75.15206
Ohio,Ohio State University Wexner Medical Center,Columbus,43210,Comprehensive Stroke Center,The Joint Commission,39.99493,-83.01756
Pennsylvania,Lankenau Medical Center,Wynnewood,19096,Primary Stroke Center,The Joint Commission,39.988462,-75.261808
New Jersey,Virtua Memorial Hospital - Burlington County,Mount Holly,8060,Primary Stroke Center,State,39.985991,-74.795012
Pennsylvania,UPMC Memorial,York,17408,Primary Stroke Center,HFAP,39.9821,-76.769021
Ohio,Mount Carmel East,Columbus,43213,Comprehensive Stroke Center,The Joint Commission,39.97755,-82.84295
Ohio,Genesis Hospital,Zanesville,43701,Primary Stroke Center,HFAP,39.973921,-82.015983
Ohio,Ohio State University Hospitals,Columbus,43205,Primary Stroke Center,The Joint Commission,39.97063,-82.96204
Colorado,Good Samaritan Medical Center,Lafayette,80026,Primary Stroke Center,The Joint Commission,39.97063,-105.08555
Pennsylvania,Chester County Hospital,West Chester,19380,Primary Stroke Center,The Joint Commission,39.97047,-75.60241
Colorado,Platte Valley Medical Center,Brighton,80601,Primary Stroke Center,The Joint Commission,39.96438,-104.76896
Ohio,Grant Medical Center,Columbus,43215,Primary Stroke Center,The Joint Commission,39.96017,-82.99226
Indiana,Indiana University Health North Hospital,Carmel,46032,Primary Stroke Center,The Joint Commission,39.959645,-86.159902
Pennsylvania,Penn Presbyterian Medical Center,Philadelphia,19104,Primary Stroke Center,The Joint Commission,39.958356,-75.200167
Colorado,St. Anthony North Health Campus,Westminster,80023,Primary Stroke Center,The Joint Commission,39.95579,-104.99198
Pennsylvania,Delaware County Memorial Hospital,Drexel Hill,19026,Primary Stroke Center,The Joint Commission,39.95519,-75.28319
Ohio,Doctors Hospital,Columbus,43228,Primary Stroke Center,The Joint Commission,39.9524,-83.13779
Colorado,Avista Adventist Hospital,Louisville,80027,Primary Stroke Center,The Joint Commission,39.95178,-105.15112
Pennsylvania,Hospital of the University of Pennsylvania,Philadelphia,19104,Comprehensive Stroke Center,The Joint Commission,39.950567,-75.193751
Pennsylvania,Thomas Jefferson University Hospitals,Philadelphia,19107,Comprehensive Stroke Center,The Joint Commission,39.94982,-75.15867
Pennsylvania,York Hospital,York,17405,Comprehensive Stroke Center,The Joint Commission,39.946122,-76.71906
Pennsylvania,Pennsylvania Hospital,Philadelphia,19107,Primary Stroke Center,The Joint Commission,39.9456,-75.15561
New Jersey,Cooper University Hospital,Camden,8103,Comprehensive Stroke Center    ,The Joint Commission,39.94152,-75.1168
Illinois,Blessing Hospital,Quincy,62305,Primary Stroke Center,DNV GL,39.93664,-91.39832
Pennsylvania,Wellspan Chambersburg Hospital,Chambersburg,17201,Primary Stroke Center,The Joint Commission,39.93412,-77.64687
Ohio,Community Mercy Health Partners,Springfield,45504,Primary Stroke Center,The Joint Commission,39.92829,-83.816362
New Jersey,Jefferson Cherry Hill Hospital,Cherry Hill,8002,Primary Stroke Center,The Joint Commission,39.92798,-75.01564
New Jersey,Virtua Our Lady of Lourdes Hospital,Camden,8103,Primary Stroke Center,The Joint Commission,39.92686,-75.09519
Pennsylvania,Mercy Catholic Medical Center of Southeastern Pennsylvania,Darby,19023,Primary Stroke Center,The Joint Commission,39.926763,-75.2568537
Pennsylvania,Riddle Memorial Hospital,Media,19063,Primary Stroke Center,The Joint Commission,39.912908,-75.431199
Indiana,St. Vincent Hospital and Health Care Services,Indianapolis,46260,Comprehensive Stroke Center,The Joint Commission,39.909727,-86.195927
Pennsylvania,Uniontown Hospital,Uniontown,15401,Primary Stroke Center,The Joint Commission,39.90151,-79.73985
Indiana,Community Hospital North,Indianapolis,46256,Primary Stroke Center,The Joint Commission,39.90043,-86.04329
Ohio,Madison County Community Hospital,London,43140,Acute Stroke Ready Hospital             ,The Joint Commission,39.89218,-83.454076
New Jersey,Virtua West Jersey Hospital - Marlton,Evesham,8053,Primary Stroke Center,State,39.881433,-74.918403
Ohio,Huber Health Center,Huber Heights,45424,Stroke Ready,HFAP,39.87928,-84.13759
Pennsylvania,Taylor Hospital,Ridley Park,19078,Primary Stroke Center,The Joint Commission,39.87832,-75.32069
Illinois,Decatur Memorial Hospital,Decatur,62526,Primary Stroke Center,The Joint Commission,39.86751,-88.96231
Colorado,North Suburban Medical Center,Thornton,80229,Primary Stroke Center,The Joint Commission,39.86312,-104.98486
Indiana,Reid Health,Richmond,47374,Primary Stroke Center,HFAP,39.86298,-84.88601
Pennsylvania,Crozer Chester Medical Center,Upland,19013,Primary Stroke Center,The Joint Commission,39.85611,-75.36812
Ohio,Mount Carmel Grove City,Grove City,43213,Primary Stroke Center,The Joint Commission,39.85325,-83.0756
Ohio,Diley Ridge Medical Center,Canal Winchester,43110,Acute Stroke Ready Hospital             ,The Joint Commission,39.85069,-82.78378
New Jersey,Inspira Medical Center Woodbury,Woodbury,8096,Primary Stroke Center,State,39.84409,-75.15005
New Jersey,Virtua West Jersey Hospital - Voorhees,Voorhees,8043,Primary Stroke Center,State,39.8431523,-74.9972583
New Jersey,Jefferson Stratford Hospital,Stratford,8084,Primary Stroke Center,The Joint Commission,39.82815,-75.00778
Illinois,HSHS St. Mary's Hospital,Decatur,62521,Primary Stroke Center,The Joint Commission,39.82755,-88.93188
Pennsylvania,Gettysburg Hospital,Gettysburg,17325,Primary Stroke Center,DNV GL,39.82441,-77.23498
Missouri,Hedrick Medical Center,Chillicothe,64601,Acute Stroke Ready Hospital,The Joint Commission,39.81699,-93.55136
Pennsylvania,Conemaugh Meyersdale Medical Center,Meyersdale,15552,Acute Stroke Ready Hospital             ,The Joint Commission,39.80903,-79.02518
Illinois,Memorial Medical Center,Springfield,62781,Comprehensive Stroke Center,The Joint Commission,39.80873,-89.65471
